Data type,Cancer group/site,Year,Sex,Age group (years),Count,ICD10 codes
Actual,Melanoma of the skin,2020,Persons,80–84,210,C43
Actual,Melanoma of the skin,2020,Persons,85–89,204,C43
Actual,Melanoma of the skin,2020,Persons,90+,182,C43
Actual,Melanoma of the skin,2020,Persons,All ages combined,1416,C43
Actual,Melanoma of the skin,2021,Persons,00–04,0,C43
Actual,Melanoma of the skin,2021,Persons,05–09,0,C43
Actual,Melanoma of the skin,2021,Persons,10–14,0,C43
Actual,Melanoma of the skin,2021,Persons,15–19,0,C43
Actual,Melanoma of the skin,2021,Persons,20–24,1,C43
Actual,Melanoma of the skin,2021,Persons,25–29,5,C43
Actual,Melanoma of the skin,2021,Persons,30–34,5,C43
Actual,Melanoma of the skin,2021,Persons,35–39,12,C43
Actual,Melanoma of the skin,2021,Persons,40–44,21,C43
Actual,Melanoma of the skin,2021,Persons,45–49,45,C43
Actual,Melanoma of the skin,2021,Persons,50–54,42,C43
Actual,Melanoma of the skin,2021,Persons,55–59,73,C43
Actual,Melanoma of the skin,2021,Persons,60–64,89,C43
Actual,Melanoma of the skin,2021,Persons,65–69,136,C43
Actual,Melanoma of the skin,2021,Persons,70–74,201,C43
Actual,Melanoma of the skin,2021,Persons,75–79,223,C43
Actual,Melanoma of the skin,2021,Persons,80–84,234,C43
Actual,Melanoma of the skin,2021,Persons,85–89,190,C43
Actual,Melanoma of the skin,2021,Persons,90+,178,C43
Actual,Melanoma of the skin,2021,Persons,All ages combined,1455,C43
Projections,Melanoma of the skin,2022,Persons,00–04,0,C43
Projections,Melanoma of the skin,2022,Persons,05–09,0,C43
Projections,Melanoma of the skin,2022,Persons,10–14,0,C43
Projections,Melanoma of the skin,2022,Persons,15–19,0,C43
Projections,Melanoma of the skin,2022,Persons,20–24,1,C43
Projections,Melanoma of the skin,2022,Persons,25–29,0,C43
Projections,Melanoma of the skin,2022,Persons,30–34,5,C43
Projections,Melanoma of the skin,2022,Persons,35–39,11,C43
Projections,Melanoma of the skin,2022,Persons,40–44,17,C43
Projections,Melanoma of the skin,2022,Persons,45–49,35,C43
Projections,Melanoma of the skin,2022,Persons,50–54,36,C43
Projections,Melanoma of the skin,2022,Persons,55–59,56,C43
Projections,Melanoma of the skin,2022,Persons,60–64,84,C43
Projections,Melanoma of the skin,2022,Persons,65–69,127,C43
Projections,Melanoma of the skin,2022,Persons,70–74,165,C43
Projections,Melanoma of the skin,2022,Persons,75–79,219,C43
Projections,Melanoma of the skin,2022,Persons,80–84,209,C43
Projections,Melanoma of the skin,2022,Persons,85–89,191,C43
Projections,Melanoma of the skin,2022,Persons,90+,187,C43
Projections,Melanoma of the skin,2022,Persons,All ages combined,1343,C43
Projections,Melanoma of the skin,2023,Persons,00–04,0,C43
Projections,Melanoma of the skin,2023,Persons,05–09,0,C43
Projections,Melanoma of the skin,2023,Persons,10–14,0,C43
Projections,Melanoma of the skin,2023,Persons,15–19,0,C43
Projections,Melanoma of the skin,2023,Persons,20–24,1,C43
Projections,Melanoma of the skin,2023,Persons,25–29,0,C43
Projections,Melanoma of the skin,2023,Persons,30–34,3,C43
Projections,Melanoma of the skin,2023,Persons,35–39,10,C43
Projections,Melanoma of the skin,2023,Persons,40–44,15,C43
Projections,Melanoma of the skin,2023,Persons,45–49,32,C43
Projections,Melanoma of the skin,2023,Persons,50–54,31,C43
Projections,Melanoma of the skin,2023,Persons,55–59,48,C43
Projections,Melanoma of the skin,2023,Persons,60–64,75,C43
Projections,Melanoma of the skin,2023,Persons,65–69,121,C43
Projections,Melanoma of the skin,2023,Persons,70–74,156,C43
Projections,Melanoma of the skin,2023,Persons,75–79,226,C43
Projections,Melanoma of the skin,2023,Persons,80–84,207,C43
Projections,Melanoma of the skin,2023,Persons,85–89,197,C43
Projections,Melanoma of the skin,2023,Persons,90+,192,C43
Projections,Melanoma of the skin,2023,Persons,All ages combined,1314,C43
Actual,Non-melanoma skin cancer (all types),1971,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,50–54,12,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,55–59,5,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,60–64,12,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,65–69,10,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,70–74,13,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,75–79,11,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,80–84,14,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,85–89,8,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,90+,6,C44
Actual,Non-melanoma skin cancer (all types),1971,Males,All ages combined,99,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,15–19,1,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,30–34,2,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,40–44,0,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,50–54,8,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,55–59,11,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,60–64,9,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,65–69,9,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,70–74,10,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,75–79,11,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,80–84,8,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,85–89,5,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,90+,6,C44
Actual,Non-melanoma skin cancer (all types),1972,Males,All ages combined,88,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,00–04,1,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,35–39,3,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,40–44,0,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,50–54,3,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,55–59,15,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,60–64,5,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,65–69,12,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,70–74,15,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,75–79,13,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,80–84,11,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,85–89,9,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,90+,3,C44
Actual,Non-melanoma skin cancer (all types),1973,Males,All ages combined,93,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,30–34,2,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,40–44,4,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,45–49,4,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,50–54,7,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,55–59,8,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,60–64,19,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,65–69,16,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,70–74,18,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,75–79,12,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,80–84,10,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,85–89,5,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,90+,2,C44
Actual,Non-melanoma skin cancer (all types),1974,Males,All ages combined,109,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,40–44,3,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,50–54,10,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,55–59,4,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,60–64,15,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,65–69,18,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,70–74,18,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,75–79,11,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,80–84,9,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,85–89,8,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,90+,3,C44
Actual,Non-melanoma skin cancer (all types),1975,Males,All ages combined,106,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,40–44,4,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,45–49,4,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,50–54,7,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,55–59,8,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,60–64,7,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,65–69,9,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,70–74,11,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,75–79,10,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,80–84,19,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,85–89,9,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,90+,2,C44
Actual,Non-melanoma skin cancer (all types),1976,Males,All ages combined,93,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,15–19,1,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,30–34,3,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,35–39,2,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,40–44,5,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,45–49,2,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,50–54,10,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,55–59,18,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,60–64,23,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,65–69,23,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,70–74,9,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,75–79,19,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,80–84,12,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,85–89,12,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,90+,6,C44
Actual,Non-melanoma skin cancer (all types),1977,Males,All ages combined,146,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,35–39,3,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,40–44,5,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,55–59,7,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,60–64,15,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,65–69,24,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,70–74,22,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,75–79,22,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,80–84,15,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,85–89,6,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,90+,7,C44
Actual,Non-melanoma skin cancer (all types),1978,Males,All ages combined,142,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,40–44,3,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,50–54,10,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,55–59,13,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,60–64,9,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,65–69,23,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,70–74,15,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,75–79,12,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,80–84,13,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,85–89,10,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,90+,9,C44
Actual,Non-melanoma skin cancer (all types),1979,Males,All ages combined,124,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,35–39,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,40–44,4,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,45–49,4,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,50–54,4,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,55–59,9,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,60–64,14,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,65–69,22,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,70–74,17,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,75–79,14,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,80–84,12,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,85–89,9,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,90+,7,C44
Actual,Non-melanoma skin cancer (all types),1980,Males,All ages combined,116,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,40–44,3,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,45–49,11,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,50–54,8,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,55–59,13,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,60–64,16,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,65–69,21,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,70–74,21,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,75–79,15,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,80–84,19,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,85–89,11,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,90+,5,C44
Actual,Non-melanoma skin cancer (all types),1981,Males,All ages combined,144,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,35–39,2,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,55–59,8,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,60–64,19,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,65–69,26,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,70–74,21,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,75–79,17,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,80–84,13,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,85–89,7,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,90+,3,C44
Actual,Non-melanoma skin cancer (all types),1982,Males,All ages combined,132,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,35–39,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,40–44,3,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,45–49,2,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,50–54,7,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,55–59,14,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,60–64,15,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,65–69,23,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,70–74,26,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,75–79,19,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,80–84,17,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,85–89,12,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,90+,12,C44
Actual,Non-melanoma skin cancer (all types),1983,Males,All ages combined,151,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,35–39,2,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,50–54,7,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,55–59,10,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,60–64,24,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,65–69,16,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,70–74,27,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,75–79,17,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,80–84,21,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,85–89,10,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,90+,10,C44
Actual,Non-melanoma skin cancer (all types),1984,Males,All ages combined,153,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,35–39,4,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,45–49,2,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,50–54,6,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,55–59,7,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,60–64,13,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,65–69,21,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,70–74,20,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,75–79,16,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,80–84,26,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,85–89,12,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,90+,7,C44
Actual,Non-melanoma skin cancer (all types),1985,Males,All ages combined,135,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,35–39,4,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,55–59,8,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,60–64,16,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,65–69,19,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,70–74,23,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,75–79,24,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,80–84,22,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,85–89,10,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,90+,7,C44
Actual,Non-melanoma skin cancer (all types),1986,Males,All ages combined,147,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,25–29,2,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,30–34,7,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,35–39,4,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,40–44,5,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,50–54,8,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,55–59,12,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,60–64,12,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,65–69,21,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,70–74,27,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,75–79,28,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,80–84,15,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,85–89,12,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,90+,8,C44
Actual,Non-melanoma skin cancer (all types),1987,Males,All ages combined,166,C44
Actual,Non-melanoma skin cancer (all types),1988,Males,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Males,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Males,10–14,0,C44
